,序号,数据id,关联标题,客户名称,生产单号,订单编号,销售明细,关联标题.1,物料编号,名称,规格,计量单位,计划数量,预计开始时间,预计结束时间,工序,关联标题.2,首道工序机器编码,备注,实际开始时间,实际结束时间,生产状态,关联标题.3,班组名称,物料标题(隐藏),物料名称（隐藏）,当前日期（隐藏）,创建时间,创建者,创建人部门,审批单标题
539,540,CqFT7WPLR8iENp_vwN0mCg05971664897601,,,202210040263,,,制动分配轴长支架/劲霸2E_,电瓶车-三轮.成品.02648,制动分配轴长支架/劲霸2E,,个,3000,2022-10-06,2022-10-07,D-连续模出成品,,,D,2022-10-05,,进行中,D组,D组,,制动分配轴长支架/劲霸2E_,2022-10-04,2022-10-04 23:33:21,马清伟,机加车间,制动分配轴长支架/劲霸2E_
540,541,U6hKDepeQ-uiVBZmgRsvpQ05971664897601,,,202210040235,,,平垫φ6_,SC.03.04627,平垫φ6,,个,30000,2022-10-06,2022-10-07,C-单冲模-落料,,,C,2022-10-05,,进行中,C组,C组,,平垫φ6_,2022-10-04,2022-10-04 23:33:21,马清伟,机加车间,平垫φ6_
541,542,Cv_bC-XERHaiI6djYFE4lg05971664897601,,,202210040236,,,前保险杠固定扁铁/HF1BW4081（下）_,电瓶车-三轮.成品.02673,前保险杠固定扁铁/HF1BW4081（下）,,个,1000,2022-10-07,2022-10-08,"A-单冲模-落料,A-单冲模-冲孔",,,A,2022-10-05,,进行中,A组,A组,,前保险杠固定扁铁/HF1BW4081（下）_,2022-10-04,2022-10-04 23:33:21,马清伟,机加车间,前保险杠固定扁铁/HF1BW4081（下）_
542,543,42egmxSwQaWfSLiy5CbJlg05971664897601,,,202210040254,,,鑫利达拉钩110.5*15*3_,市场.成品.03014,鑫利达拉钩110.5*15*3,,个,82000,2022-10-06,2022-10-07,D-连续模出成品,,,D,2022-10-05,,进行中,D组,D组,,鑫利达拉钩110.5*15*3_,2022-10-04,2022-10-04 23:33:21,马清伟,机加车间,鑫利达拉钩110.5*15*3_
543,544,glSgRJblQhWYMEDrVnW6iA05971664897601,,,202210040238,,,前挡玻璃防滑片/宝祺IIP150_,电瓶车-三轮.成品.02730,前挡玻璃防滑片/宝祺IIP150,,个,3000,2022-10-07,2022-10-08,A-连续模下料,,,A,2022-10-05,,进行中,A组,A组,,前挡玻璃防滑片/宝祺IIP150_,2022-10-04,2022-10-04 23:33:21,马清伟,机加车间,前挡玻璃防滑片/宝祺IIP150_
544,545,PzKZ9oyERS6ieUDLvOJe-Q05971664897601,,,202210040264,,,制动分配轴支架/劲霸2E_,电瓶车-三轮.成品.02663,制动分配轴支架/劲霸2E,,个,16000,2022-10-06,2022-10-07,D-连续模出成品,,,D,2022-10-05,,进行中,D组,D组,,制动分配轴支架/劲霸2E_,2022-10-04,2022-10-04 23:33:21,马清伟,机加车间,制动分配轴支架/劲霸2E_
545,546,-cDC2mWeQF2pdkygNWIEKg05971664897601,,,202210040257,,,右加强筋/神龙11Y_,电瓶车-三轮.成品.02583,右加强筋/神龙11Y,,个,5000,2022-10-06,2022-10-07,"A-单冲模-落料,A-一次成型",,,A,2022-10-05,,进行中,C组,C组,,右加强筋/神龙11Y_,2022-10-06,2022-10-04 23:33:21,马清伟,机加车间,右加强筋/神龙11Y_
546,547,H6tP9I4XS4KD3X3N7syVpQ05971664897601,,,202210040239,,,前吊耳/福乐7B_,电瓶车-三轮.成品.02621,前吊耳/福乐7B,,个,200,2022-10-06,2022-10-07,"A-单冲模-落料,A-一次成型",,,A,2022-10-05,,进行中,C组,C组,,前吊耳/福乐7B_,2022-10-06,2022-10-04 23:33:21,马清伟,机加车间,前吊耳/福乐7B_
547,548,obJRx2qMSOqya7bA-KRuUQ05971664897601,,,202210040265,,,左加强筋/神龙11Y_,电瓶车-三轮.成品.02582,左加强筋/神龙11Y,,个,5000,2022-10-06,2022-10-07,"A-单冲模-落料,A-一次成型",,,A,2022-10-05,,进行中,C组,C组,,左加强筋/神龙11Y_,2022-10-06,2022-10-04 23:33:21,马清伟,机加车间,左加强筋/神龙11Y_
548,549,ofm91qwHS6edmac1i885lA05971664897601,,,202210040232,,,门芯封头/启航150_,电瓶车-两轮.成品.03716,门芯封头/启航150,,个,1800,2022-10-06,2022-10-07,"A-单冲模-落料,A-一次成型,A-二次成型",,,A,2022-10-05,,进行中,C组,C组,,门芯封头/启航150_,2022-10-06,2022-10-04 23:33:21,马清伟,机加车间,门芯封头/启航150_
549,550,LGyDjwv3RE2oCRTCn1EoNw05971664897601,,,202210040237,,,前保险杠固定扁铁/宝祺3代_,电瓶车-三轮.成品.02759,前保险杠固定扁铁/宝祺3代,,个,600,2022-10-06,2022-10-07,A-单冲模-落料,,,A,2022-10-05,,进行中,C组,C组,,前保险杠固定扁铁/宝祺3代_,2022-10-06,2022-10-04 23:33:21,马清伟,机加车间,前保险杠固定扁铁/宝祺3代_
550,551,OUbz2Rz4S7ybiC8ZkQbo1g05971664897601,,,202210040244,,,弯管加固筋/大力神1_,电瓶车-三轮.成品.02609,弯管加固筋/大力神1,,个,2000,2022-10-06,2022-10-07,"A-唐宇下料,A-一次成型",,,A,2022-10-05,,进行中,C组,C组,,弯管加固筋/大力神1_,2022-10-06,2022-10-04 23:33:21,马清伟,机加车间,弯管加固筋/大力神1_
551,552,cJnZf8H9SvOb0fevBu2SHw05971664897601,,,202210040240,,,前立管加固筋/福乐7B_,电瓶车-三轮.成品.02622,前立管加固筋/福乐7B,,个,600,2022-10-06,2022-10-07,A-单冲模-落料,,,A,2022-10-05,,进行中,C组,C组,,前立管加固筋/福乐7B_,2022-10-06,2022-10-04 23:33:21,马清伟,机加车间,前立管加固筋/福乐7B_
552,553,WEIXZtFTQPiQ5a_l9gAVsw05971664897601,,,202210040234,,,平垫/彩锌/垫圈20*8.5*1.5_,市场.成品.02844,平垫/彩锌/垫圈20*8.5*1.5,,个,60000,2022-10-06,2022-10-07,C-单冲模-落料,,,C,2022-10-05,,进行中,C组,C组,,平垫/彩锌/垫圈20*8.5*1.5_,2022-10-04,2022-10-04 23:33:21,马清伟,机加车间,平垫/彩锌/垫圈20*8.5*1.5_
553,554,TZq0WvnoRlyKPyUGkrbQ-A05971664897600,,,202210040217,,,侧门装饰板/力霸Ⅱ160（政宇）_,电瓶车-三轮.成品.02738,侧门装饰板/力霸Ⅱ160（政宇）,,个,2000,2022-10-07,2022-10-08,"A-唐宇下料,A-切缺,A-一次成型",,,A,2022-10-05,,进行中,A组,A组,,侧门装饰板/力霸Ⅱ160（政宇）_,2022-10-04,2022-10-04 23:33:20,马清伟,机加车间,侧门装饰板/力霸Ⅱ160（政宇）_
554,555,XvGRoH4cR_uAVe_qDXziTg05971664897600,,,202210040219,,,车厢挂耳/二代/霸道160_,电瓶车-三轮.成品.02682,车厢挂耳/二代/霸道160,,个,6000,2022-10-07,2022-10-08,A-连续模下料,,,A,2022-10-05,,进行中,A组,A组,,车厢挂耳/二代/霸道160_,2022-10-04,2022-10-04 23:33:20,马清伟,机加车间,车厢挂耳/二代/霸道160_
555,556,uYo1n62AQg2--HvQs4f3vg05971664897600,,,202210040224,,,焊接角铁1号_,市场.成品.03029,焊接角铁1号,,kg,20000,2022-10-06,2022-10-07,D-连续模出成品,,,D,2022-10-05,,进行中,D组,D组,,焊接角铁1号_,2022-10-04,2022-10-04 23:33:20,马清伟,机加车间,焊接角铁1号_
556,557,-1Dxz_XhS2yHVnIwWA6HeA05971664897600,,,202210040226,,,救灾折叠床连接片A_,市场.成品.02957,救灾折叠床连接片A,,个,80610,2022-10-06,2022-10-07,D-连续模出成品,,,D,2022-10-05,,进行中,D组,D组,,救灾折叠床连接片A_,2022-10-04,2022-10-04 23:33:20,马清伟,机加车间,救灾折叠床连接片A_
557,558,dTrXa-SUR6WEZGhjLcomKg05971664897600,,,202210040213,,,Q312-平叉前支架左右_,电瓶车-两轮.成品.04597,Q312-平叉前支架左右,,个,21287,2022-10-06,2022-10-07,D-连续模出成品,,,D,2022-10-05,,进行中,D组,D组,,Q312-平叉前支架左右_,2022-10-04,2022-10-04 23:33:20,马清伟,机加车间,Q312-平叉前支架左右_
558,559,E5S6pTZLSZW8FpkxkWBYQg05971664897600,,,202210040231,,,门板加强筋/川岳Ⅲ150_,电瓶车-两轮.成品.03713,门板加强筋/川岳Ⅲ150,,个,2000,2022-10-07,2022-10-08,"A-单冲模-落料,A-一次成型",,,A,2022-10-05,,进行中,A组,A组,,门板加强筋/川岳Ⅲ150_,2022-10-04,2022-10-04 23:33:20,马清伟,机加车间,门板加强筋/川岳Ⅲ150_
559,560,CrSajvQxQ_y9ygnijWP2TQ05971664897600,,,202210040227,,,救灾折叠床连接片B_,市场.成品.02956,救灾折叠床连接片B,,个,81100,2022-10-06,2022-10-07,D-连续模出成品,,,D,2022-10-05,,进行中,D组,D组,,救灾折叠床连接片B_,2022-10-04,2022-10-04 23:33:20,马清伟,机加车间,救灾折叠床连接片B_
560,561,vqMu6HZgQwePSVa5DUULdA05971664897600,,,202210040225,,,护线槽/锋锐140_,LL.03.04721,护线槽/锋锐140,,个,4000,2022-10-07,2022-10-08,"A-连续模下料,A-一次成型",,,A,2022-10-05,,进行中,A组,A组,,护线槽/锋锐140_,2022-10-04,2022-10-04 23:33:20,马清伟,机加车间,护线槽/锋锐140_
561,562,iviIhQQbRiCFQ-85-RncTw05971664897600,,,202210040206,,,Q162-转换器支架_,电瓶车-两轮.成品.04520,Q162-转换器支架,,个,1000,2022-10-06,2022-10-07,"C-单冲模-落料,C-攻丝,C-一次成型",,,C,2022-10-05,,进行中,C组,C组,,Q162-转换器支架_,2022-10-05,2022-10-04 23:33:20,马清伟,机加车间,Q162-转换器支架_
562,563,VsMGn2ieRPimTLX4v2d68g05971664897600,,,202210040221,,,挡板50*470_,LL.04.04722,挡板50*470,,个,8000,2022-10-06,2022-10-07,D-连续模出成品,,,D,2022-10-05,,进行中,D组,D组,,挡板50*470_,2022-10-06,2022-10-04 23:33:20,马清伟,机加车间,挡板50*470_
563,564,KomK5S7gRkeurQyvQGIFHA05971664897600,,,202210040222,,,短摇臂曲板/福乐7B_,电瓶车-三轮.成品.02616,短摇臂曲板/福乐7B,,个,1200,2022-10-06,2022-10-07,"A-单冲模-落料,A-一次成型",,,A,2022-10-05,,进行中,C组,C组,,短摇臂曲板/福乐7B_,2022-10-06,2022-10-04 23:33:20,马清伟,机加车间,短摇臂曲板/福乐7B_
564,565,yZ4vI-igT_-Q2EHhRH3o1Q05971664897600,,,202210040220,,,车厢连接板/锋锐160_,电瓶车-三轮.成品.02781,车厢连接板/锋锐160,,个,2000,2022-10-06,2022-10-07,"A-单冲模-落料,A-一次成型",,,A,2022-10-05,,进行中,C组,C组,,车厢连接板/锋锐160_,2022-10-06,2022-10-04 23:33:20,马清伟,机加车间,车厢连接板/锋锐160_
565,566,RBfAgtDHR1uKGMCnhAJgCQ05971664897600,,,202210040215,,,φ57通用转向限位器/福乐7B_,电瓶车-三轮.成品.02612,φ57通用转向限位器/福乐7B,,个,4000,2022-10-06,2022-10-07,"A-单冲模-落料,A-一次成型",,,A,2022-10-05,,进行中,C组,C组,,φ57通用转向限位器/福乐7B_,2022-10-06,2022-10-04 23:33:20,马清伟,机加车间,φ57通用转向限位器/福乐7B_
566,567,nCE0O2qNR0Of4e_V-s3T-A05971664897600,,,202210040228,,,凯迪菲倍特单撑头M10*1.25_,电瓶车-两轮.成品.03630,凯迪菲倍特单撑头M10*1.25,,个,800,2022-10-06,2022-10-07,"D-连续模下料,D-一次成型",,,D,2022-10-05,,进行中,D组,D组,,凯迪菲倍特单撑头M10*1.25_,2022-10-04,2022-10-04 23:33:20,马清伟,机加车间,凯迪菲倍特单撑头M10*1.25_
567,568,qs6TeIArTpe8x-6oLrtCmw05971664897599,,,202210040196,,,JP500DZH-24.2.4-1脚刹限位柱/神龙10_,电瓶车-三轮.成品.02533,JP500DZH-24.2.4-1脚刹限位柱/神龙10,,个,5000,2022-10-06,2022-10-07,A-一次成型,,,A,2022-10-05,,进行中,A组,A组,,JP500DZH-24.2.4-1脚刹限位柱/神龙10_,2022-10-04,2022-10-04 23:33:19,马清伟,机加车间,JP500DZH-24.2.4-1脚刹限位柱/神龙10_
568,569,uxmESGq5SWes__4HXvwI_Q05971664897599,,,202210040199,,,JP500DZH-24.2-15断电开关固定板/神龙10_,电瓶车-三轮.成品.02540,JP500DZH-24.2-15断电开关固定板/神龙10,,个,4500,2022-10-06,2022-10-07,A-单冲模-落料,,,A,2022-10-05,,进行中,A组,A组,,JP500DZH-24.2-15断电开关固定板/神龙10_,2022-10-04,2022-10-04 23:33:19,马清伟,机加车间,JP500DZH-24.2-15断电开关固定板/神龙10_
569,570,zASY7f6gSFqhh32LV8kVyA05971664897599,,,202210040205,,,JP500DZH-4U.2-1立梁加固筋/神龙11K_,电瓶车-三轮.成品.02559,JP500DZH-4U.2-1立梁加固筋/神龙11K,,个,2000,2022-10-06,2022-10-07,"A-单冲模-落料,A-一次成型",,,A,2022-10-05,,进行中,A组,A组,,JP500DZH-4U.2-1立梁加固筋/神龙11K_,2022-10-04,2022-10-04 23:33:19,马清伟,机加车间,JP500DZH-4U.2-1立梁加固筋/神龙11K_
570,571,6l-K-A26Sai-SvkxR_3R8g05971664897599,,,202210040200,,,JP500DZH-24.2-2护线卡/神龙10_,电瓶车-三轮.成品.02541,JP500DZH-24.2-2护线卡/神龙10,,个,1900,2022-10-06,2022-10-07,A-一次成型,,,A,2022-10-05,,进行中,A组,A组,,JP500DZH-24.2-2护线卡/神龙10_,2022-10-04,2022-10-04 23:33:19,马清伟,机加车间,JP500DZH-24.2-2护线卡/神龙10_
571,572,hkhJ-NdERAuSXQihGv-ajg05971664897599,,,202210040202,,,JP500DZH-24.2-7三角加固板/神龙10_,电瓶车-三轮.成品.02545,JP500DZH-24.2-7三角加固板/神龙10,,个,1500,2022-10-06,2022-10-07,A-单冲模-落料,,,A,2022-10-05,,进行中,A组,A组,,JP500DZH-24.2-7三角加固板/神龙10_,2022-10-04,2022-10-04 23:33:19,马清伟,机加车间,JP500DZH-24.2-7三角加固板/神龙10_
572,573,GKQ46YywTSG4KdWl55u_Rg05971664897599,,,202210040201,,,JP500DZH-24.2-3前立管加固扁铁/神龙10_,电瓶车-三轮.成品.02544,JP500DZH-24.2-3前立管加固扁铁/神龙10,,个,9000,2022-10-06,2022-10-07,A-单冲模-落料,,,A,2022-10-05,,进行中,A组,A组,,JP500DZH-24.2-3前立管加固扁铁/神龙10_,2022-10-04,2022-10-04 23:33:19,马清伟,机加车间,JP500DZH-24.2-3前立管加固扁铁/神龙10_
573,574,Nzni_QHCSpqQJooewDDmXg05971664897599,,,202210040195,,,JP350DZH-3.2-18座桶固定板2/神舟17_,LL.03.04720,JP350DZH-3.2-18座桶固定板2/神舟17,,个,8200,2022-10-06,2022-10-07,A-单冲模-落料,,,A,2022-10-05,,进行中,A组,A组,,JP350DZH-3.2-18座桶固定板2/神舟17_,2022-10-04,2022-10-04 23:33:19,马清伟,机加车间,JP350DZH-3.2-18座桶固定板2/神舟17_
574,575,OS-1SBmwRuq4LJ5HRmkX5w05971664866716,,,202210040152,,,定位套ø21*33.2_ø21*33.2,万控.成品.00410,定位套ø21*33.2,ø21*33.2,个,100000,2022-10-04,2022-10-06,"E-切料,E-倒角,E-冲筋,E-冲缺",,,E,2022-10-04,,进行中,,,,定位套ø21*33.2_ø21*33.2,2022-10-06,2022-10-04 14:58:36,马清伟,机加车间,定位套ø21*33.2_ø21*33.2
575,576,h4f0amfUTvuBOf9Aj0Fa1w05971664865641,,,202210040151,,,铰链-3_,万控.成品.00653,铰链-3,,套,20000,2022-10-04,2022-10-06,"D-连续模出成品,A-镀锌,A-装配",,,,2022-10-04,,进行中,,,,铰链-3_,2022-10-04,2022-10-04 14:40:41,张倩,后勤部,铰链-3_
576,577,cfCeT03sQtCkhCuWSVJWxg05971664863485,,,202210040149,,,真谛防火门7公分铰链_,FD.03.04716,真谛防火门7公分铰链,,个,1,2022-10-04,2022-10-04,A-焊帽子,,,,2022-10-05,,进行中,,,,真谛防火门7公分铰链_,2022-10-04,2022-10-04 14:04:45,马清伟,机加车间,真谛防火门7公分铰链_
577,578,Olo7Q8n0RA6m99DKe15Xrw05971664851217,,,202210040148,2022100405.0,"[{""数量"":""2000"",""总金额（元）"":""0"",""物料"":""tNQNtN8cRM6s2iCsAo7cFg05971664508061"",""交货时间"":""2022-10-07""}]",F606-主梁管加强_,电瓶车-两轮.成品.04364,F606-主梁管加强,,个,2000,2022-10-04,2022-10-07,"D-连续模下料,C-一次成型",,,D+C,2022-10-04,,进行中,,,,F606-主梁管加强_,2022-10-04,2022-10-04 10:40:17,杨萍,后勤部,F606-主梁管加强_
578,579,xRmrgscJTW2SqaZaf52kLg05971664847691,,,202210040147,2022100402.0,"[{""数量"":""10000"",""总金额（元）"":""0"",""物料"":""7U-Z8drXRfuXkKDDi8_F9Q05971664508047"",""交货时间"":""2022-10-05""}]",爱玛大孔单撑头ø10粗丝_,电瓶车-两轮.成品.03380,爱玛大孔单撑头ø10粗丝,,个,10000,2022-10-04,2022-10-06,"D-连续模下料,D-一次成型",,,D,2022-10-04,,进行中,,,,爱玛大孔单撑头ø10粗丝_,2022-10-04,2022-10-04 09:41:31,杨萍,后勤部,爱玛大孔单撑头ø10粗丝_
579,580,en9rjdTOTRiC9lgXtB_Ilw05971664843423,,,202210040145,,,凯谛乐70铰链盒2.0_,FD.02.04715,凯谛乐70铰链盒2.0,,个,1,2022-10-04,2022-10-04,"J-设计,J-落料,J-磨床,J-加工中心,J-线切割,J-淬火,J-装配",,,,2022-10-04,,进行中,,,,凯谛乐70铰链盒2.0_,2022-10-04,2022-10-04 08:30:23,周琳,后勤部,凯谛乐70铰链盒2.0_
580,581,XkGOgNwRS62t2aOq8BWQlg05971664802514,,,202210030144,,,C柜活门机构固定板—小_,WK.02.04697,C柜活门机构固定板—小,,个,1,2022-10-03,2022-10-04,"J-设计,J-落料,J-磨床,J-加工中心,J-线切割,J-淬火,J-装配",,,J,2022-10-03,,进行中,,,,C柜活门机构固定板—小_,2022-10-03,2022-10-03 21:08:34,马清伟,机加车间,C柜活门机构固定板—小_
581,582,doUGi7oRTkSlr0Sd_LOAWQ05971664802453,,,202210030142,,,C柜活门机构推摆-大_,WK.02.04700,C柜活门机构推摆-大,,个,1,2022-10-07,2022-10-07,"J-设计,J-落料,J-磨床,J-加工中心,J-线切割,J-淬火,J-装配",,,J,2022-10-03,,进行中,,,,C柜活门机构推摆-大_,2022-10-03,2022-10-03 21:07:33,马清伟,机加车间,C柜活门机构推摆-大_
582,583,Jp8bY6TOSCO0s5d6jGwCzQ05971664802398,,,202210030141,,,支架（活门-补偿-大）C_,WK.02.04701,支架（活门-补偿-大）C,,个,1,2022-10-08,2022-10-08,"J-设计,J-落料,J-磨床,J-加工中心,J-线切割,J-淬火,J-装配",,,J,2022-10-03,,进行中,,,,支架（活门-补偿-大）C_,2022-10-03,2022-10-03 21:06:38,马清伟,机加车间,支架（活门-补偿-大）C_
583,584,NnnHIHdYS42MuC3OfkKAbw05971664802367,,,202210030140,,,小叮当大板成型模_,LL.02.04702,小叮当大板成型模,,个,1,2022-10-03,2022-10-03,"J-设计,J-落料,J-磨床,J-加工中心,J-线切割,J-淬火,J-装配",,,J,2022-10-03,,进行中,,,,小叮当大板成型模_,2022-10-03,2022-10-03 21:06:07,马清伟,机加车间,小叮当大板成型模_
584,585,qxr-ksRKQG-wYpEAyA2VDw05971664801414,,,202210030138,,,活门连杆装配（右-VS1）（5WK.233.3751）_,万控.成品.00471,活门连杆装配（右-VS1）（5WK.233.3751）,,个,300,2022-10-04,2022-10-04,"D-连续模下料,E-一次成型,E-卯轴套,E-铰孔,E-焊接,E-镀锌,E-装配",,,D+E,2022-10-03,,进行中,,,,活门连杆装配（右-VS1）（5WK.233.3751）_,2022-10-03,2022-10-03 20:50:14,马清伟,机加车间,活门连杆装配（右-VS1）（5WK.233.3751）_
585,586,628EtoTCRH2TaC_9Pcvx_w05971664801414,,,202210030139,,,活门连杆装配（左-VS1)（5WK.233.3750）_,万控.成品.00570,活门连杆装配（左-VS1)（5WK.233.3750）,,个,300,2022-10-04,2022-10-04,"D-连续模下料,E-一次成型,E-卯轴套,E-铰孔,E-焊接,E-镀锌,E-装配",,,D+E,2022-10-03,,进行中,,,,活门连杆装配（左-VS1)（5WK.233.3750）_,2022-10-03,2022-10-03 20:50:14,马清伟,机加车间,活门连杆装配（左-VS1)（5WK.233.3750）_
586,587,GkeR_s0ITKimo_ikz9Eofw05971664801309,,,202210030121,,,JP500DZH-24.2-25车厢固定滑片/神龙10_,电瓶车-三轮.成品.02542,JP500DZH-24.2-25车厢固定滑片/神龙10,,个,1500,2022-10-04,2022-10-04,A-单冲模-落料,JP500DZH-24.2-25车厢固定滑片/神龙10,,A,2022-10-03,,进行中,,,,JP500DZH-24.2-25车厢固定滑片/神龙10_,2022-10-03,2022-10-03 20:48:29,马清伟,机加车间,JP500DZH-24.2-25车厢固定滑片/神龙10_
587,588,tNoYEA41S7WIVrzNJlWrDQ05971664801309,,,202210030132,,,SW-40*60门框铰链丝板2.0_,防盗门.成品.01678,SW-40*60门框铰链丝板2.0,,根,400,2022-10-04,2022-10-04,"A-连续模下料,A-攻丝",SW-40*60门框铰链丝板2.0,,A,2022-10-03,,进行中,,,,SW-40*60门框铰链丝板2.0_,2022-10-03,2022-10-03 20:48:29,马清伟,机加车间,SW-40*60门框铰链丝板2.0_
588,589,GUGIAobXR5q06XLGREMK-g05971664801309,,,202210030110,,,9股U型扣3.0_,市场.成品.03067,9股U型扣3.0,,kg,5000,2022-10-04,2022-10-04,D-连续模出成品,9股U型扣3.0,D,D,2022-10-03,,进行中,,,,9股U型扣3.0_,2022-10-03,2022-10-03 20:48:29,马清伟,机加车间,9股U型扣3.0_
589,590,Cdj4t1c9Ta27ZgIko2C3Tg05971664801309,,,202210030108,,,鑫利达25镀锌方耳_,FD.03.04626,鑫利达25镀锌方耳,,kg,400,2022-10-04,2022-10-04,"D-连续模下料,C-一次成型",鑫利达25镀锌方耳,,C+D,2022-10-03,,进行中,,,,鑫利达25镀锌方耳_,2022-10-03,2022-10-03 20:48:29,马清伟,机加车间,鑫利达25镀锌方耳_
590,591,Vl4O3BbMTlKssSchC_zpNA05971664801309,,,202210030112,,,SW-46*76门扇铰链丝板_,防盗门.成品.01679,SW-46*76门扇铰链丝板,,kg,1000,2022-10-04,2022-10-04,"D-连续模下料,A-攻丝",SW-46*76门扇铰链丝板,,A+D,2022-10-03,,进行中,,,,SW-46*76门扇铰链丝板_,2022-10-03,2022-10-03 20:48:29,马清伟,机加车间,SW-46*76门扇铰链丝板_
591,592,FyyKdHFsSSKP3B4IlwoygA05971664801309,,,202210030124,,,福盾90非标门框铰链安装板_,防盗门.成品.01735,福盾90非标门框铰链安装板,,kg,300,2022-10-04,2022-10-04,"A-攻丝,A-单冲模-落料",福盾90非标门框铰链安装板,,A,2022-10-03,,进行中,,,,福盾90非标门框铰链安装板_,2022-10-03,2022-10-03 20:48:29,马清伟,机加车间,福盾90非标门框铰链安装板_
592,593,TYDH6gUMSD6eepwYRufxEQ05971664801309,,,202210030123,,,真谛防火门7公分铰链门框左_,FD.03.04703,真谛防火门7公分铰链门框左,,个,6600,2022-10-04,2022-10-04,"A-连续模下料,A-一次成型,A-划孔,A-预弯,A-压轴,A-圈圆,A-喷塑,A-压帽",真谛防火门7公分铰链门框左,,A,2022-10-03,,进行中,,,,真谛防火门7公分铰链门框左_,2022-10-03,2022-10-03 20:48:29,马清伟,机加车间,真谛防火门7公分铰链门框左_
593,594,wzCSFevRRsOrta4Qo4uwNg05971664801309,,,202210030133,,,真谛防火门7公分铰链门框右_,FD.03.04704,真谛防火门7公分铰链门框右,,个,6000,2022-10-04,2022-10-04,"A-连续模下料,A-一次成型,A-划孔,A-预弯,A-压轴,A-圈圆,A-喷塑,A-压帽",真谛防火门7公分铰链门框右,,A,2022-10-03,,进行中,,,,真谛防火门7公分铰链门框右_,2022-10-03,2022-10-03 20:48:29,马清伟,机加车间,真谛防火门7公分铰链门框右_
594,595,edyOMEBFR4-mAvE_kIU9UA05971664801309,,,202210030131,,,徐代富爬梯挂钩70*33_,市场.成品.02849,徐代富爬梯挂钩70*33,,个,2000,2022-10-04,2022-10-04,"A-一次成型,A-单冲模-落料,A-划孔",徐代富爬梯挂钩70*33,,A,2022-10-04,,进行中,,,,徐代富爬梯挂钩70*33_,2022-10-03,2022-10-03 20:48:29,马清伟,机加车间,徐代富爬梯挂钩70*33_
595,596,RGwon-HDRP2uWmzvx1wTow05971664801309,,,202210030113,,,铰链折页（三轮车合页2.75）_,电瓶车-两轮.成品.03550,铰链折页（三轮车合页2.75）,,个,150000,2022-10-04,2022-10-04,D-连续模出成品,铰链折页（三轮车合页2.75）,,D,2022-10-03,,进行中,,,,铰链折页（三轮车合页2.75）_,2022-10-03,2022-10-03 20:48:29,马清伟,机加车间,铰链折页（三轮车合页2.75）_
